id,scientificNameWithoutAuthor,commonNames,gbifId,powoId,iucnCategory
1568578,Acacia linifolia,White wattle; Flax leaved Wattle,2978598,470773-1,
1568582,Acacia loderi,Broken Hill gidgee; Nealie; Myall; Nelia,2978524,470778-1,NT
1363769,Acacia longifolia,Sydney golden wattle; Sallow wattle; Golden wattle; Coastal wattle; Golden rods; Longleaf wattle; Long leaved wattle; Coast wattle; Aroma Doble; Sydney acacia; Western yarrow; White sallow; سنمار,2978730,470782-1,LC
1568611,Acacia macradenia,Zig zag Wattle,2978346,470822-1,LC
1382099,Acacia mangium,Black wattle; Brown salwood; Hickory wattle; Broadleaf salwood; Northern wattle; Sabah salwood; Sally wattle; Big leaved Acacia; Mangium,2979091,470839-1,LC
1811354,Acacia maxwellii,,2980616,470855-1,
1363770,Acacia mearnsii,Black wattle; Green wattle; Late black wattle; Tan wattle; Wattle,2979775,470860-1,
1389553,Acacia melanoxylon,Australian Blackwood; Blackwood acacia; Blackwood; Tasmanian blackwood; Black sally; Black wood; Silver wattle; Australian ysterhout; Black acacia; Black wattle; Paluma blackwood; Sally wattle; Hakea; Blackwood Tree,2979000,470873-1,
1409325,Acacia muricata,Spineless Wattle,2980244,,
1568686,Acacia myrtifolia,Myrtle wattle,2979799,470962-1,
1785757,Acacia neriifolia,Oleander Wattle; Silver Wattle; Bastard yarran; Black wattle; White wattle,2980432,470978-1,LC
1408953,Acacia nilotica,Gum arabic tree; Egyptian mimosa; Acacia; Black Piquant; Cassie; Cassie á Piquants Blancs; Egyptian Thorn; Motse; Scented pod acacia; Scented thorn; Wattle (East Africa); Babool; Babul acacia; Gum arabic; Prickly acacia; తుమ్మ,2978421,,
1568703,Acacia notabilis,Flinders wattle; Notable wattle; Stiff golden wattle,2980287,471001-1,
1568708,Acacia obliquinervia,Mountain hickory wattle,2978237,471013-1,
1568717,Acacia olgana,Mount Olga Wattle,2980000,471030-1,LC
1805826,Acacia oxycedrus,Spike wattle,2981203,471053-1,LC
1389706,Acacia paradoxa,Kangaroo thorn; Paradox acacia; Hedge Wattle; Kangaroo Acacia; Kangaroo wattle; Prickly acacia; Acacia hedge; Kangaroothorn,2981159,471079-1,LC
1421661,Acacia parramattensis,Parramatta green wattle; South Wales wattle; Sydney green wattle; Parramatta wattle,2980933,471083-1,
1805828,Acacia pendula,Weeping Myall; Balaar; Boree; Myall; Nilyah; Silver leaf Boree; True Myall; Myall acacia; Myall Tree,2979494,471106-1,LC
1568769,Acacia pentadenia,Karri wattle,2978989,471115-1,LC
1408594,Acacia podalyriifolia,Pearl Wattle; Pearl acacia; Queensland silver wattle; Glaucous acacia; Golden ball wattle; Mount Morgan wattle; Old silver wattle; Queensland wattle; Silver leaved golden wattle,2979014,76522-3,LC
1418861,Acacia podalyriifolia,Pearl wattle; Pearl acacia; Queensland silver wattle; Glaucous acacia; Golden ball wattle; Mount Morgan wattle; Old silver wattle; Queensland wattle; Silver leaved golden wattle,2979014,,LC
1805830,Acacia pravissima,Oven's Watttle; Wedge leaf wattle; Wedge leaved Wattle; Ovens acacia; Ovens Valley acacia; Ovens wattle,7865768,471201-1,LC
1568840,Acacia pulchella,Prickly Moses; Western Prickly Moses,2980170,471259-1,LC
1363772,Acacia pycnantha,Golden wattle; Broadleaf wattle; Australian golden wattle; Broad Leaved Wattle; South Australian golden wattle; Sydney Golden Wattle; Green wattle,2978604,471275-1,LC
1444049,Acacia redolens,Bank catclaw; Vanilla scented wattle,2979055,471301-1,LC
1363778,Acacia retinodes,Swamp wattle; Water wattle; Silver wattle; Wirilda; Ever blooming acacia; Ever blooming wattle; Everblooming acacia; Everblooming wattle; Retinodes water wattle; Wattle,2979408,471313-1,
1568897,Acacia rostellifera,,2979059,471347-1,LC
1400085,Acacia salicina,Cooba; Willow acacia; Sally wattle; Willow wattle; Broughton willow; Broughton willow wattle; Murray willow; Black wattle; Coolan; Native willow,2978548,471382-1,LC
1363773,Acacia saligna,Golden wreath wattle; Orange wattle; Port Jackson wattle; Weeping wattle; Western Australian golden wattle; Blue leaf wattle; Blue leafed wattle; Blue leaved wattle; Coojong; Golden willow; Port Jackson willow; Silver wattle; Willow wattle,2978552,,LC
1389567,Acacia saligna,Orange wattle; Blue leaved wattle; Golden wreath wattle; Port Jackson wattle; Weeping wattle; Western Australian golden wattle; Port Jackson willow; Blue leaf wattle; Blue leafed wattle; Coojong; Golden willow; Silver wattle; Willow wattle,2978552,471383-1,LC
1568914,Acacia saligna,Orange wattle; Golden wreath wattle; Port Jackson Wattle; Port Jackson Willow; Weeping wattle; Western Australian golden wattle; Willow Wattle; Blue leaf wattle; Blue leafed wattle; Blue leaved wattle; Coojong; Golden willow; PJ Wattle; PJ Willow; Port Jackson; Saligna Wattle; Silver wattle,2978552,,LC
1568930,Acacia sclerosperma,Acacia,2978492,471418-1,LC
1362007,Acacia senegal,Gum arabic; Gum Arabic Tree; Senegal gum; Acacia; Algarrobo River; Bushy three thorn acacia; Gum Acacia; Gum arabic acacia; Gum Tree; Kher; Slender three thorned acacia; Sudan Gum; Sudan gum arabic; Three hook thorn; Three thorned Acacia; Three thorned senegalia,2978697,,
1424034,Acacia simplex,Tataagia,2980030,471481-1,LC
1805841,Acacia sophorae,Acacia; Coastal wattle,2979658,80238-3,
1415911,Acacia spirorbis,Gaiac; Australia Tumma; Australia Tumma (ఆస్ట్రేలియా తుమ్మ); Platypus Gold,2979347,471528-1,LC
1785759,Acacia stenophylla,River Cooba; River Myall; Belalie; Dalby myall; Eumong; Gurley; Black wattle; Dalby wattle; Dunthy; Ironwood; Shoestring acacia,2979591,471543-1,LC
1568999,Acacia strongylophylla,Round leaf wattle,2979189,471568-1,LC
1569000,Acacia suaveolens,Sweet wattle; Sweet acacia; Sweet scent wattle; Sweet scented Wattle,2979671,471572-1,
1569036,Acacia terminalis,Cedar wattle; Peppermint tree wattle; Sunshine wattle,2978771,471643-1,LC
1569040,Acacia tetragonophylla,Dead finish,2978633,471647-1,LC
1359065,Acacia tortilis,Umbrella thorn,2979907,,
1569062,Acacia triptera,Spur wing wattle; Spurwing Wattle; Spur winged Wattle,2980742,471686-1,LC
1569073,Acacia ulicifolia,Prickly moses; Juniper wattle; Gorse wattle; Prickly leaved wattle,2978369,471703-1,LC
1400093,Acacia verticillata,Prickly Moses; Prickly Mimosa; Prickly leaved Wattle; Whorl leaved Acacia; Star Acacia; Star leaved Wattle; Creeping Moses; Star leaved acacia,2979292,471751-1,LC
1569101,Acacia victoriae,Elegant wattle; Bramble acacia; Bramble wattle; Prickly wattle; Royal acacia; Gundabluey; Gundabluie; Acacia bush; Alupa; Bardi Bush; Bohemia; Pin Bush; Pinbush; Gundabaluey; Gundablui,2979105,471757-1,LC
1569120,Acacia wetarensis,,2980095,471799-1,VU
1367921,Acacia xanthophloea,Fever tree; Fevertree; Fever tree thorn; Naivasha thorn,2978485,,
1714093,Acaciella angustissima,Prairie acacia; Fern acacia; White ball acacia,2981071,712-2,LC
1726005,Acaciella glauca,Redwood; Horse tamarind; Ipil ipil; Jumpy bean; Lead tree; Leucaena; Subabul; White babool; White popinac; Wild dividivi; Wild tamarind,3794870,77077786-1,
1714094,Acaciella villosa,Yellow Tamarind tree,2979199,762-2,LC
1666227,Acaena alpina,Alpine Biddi biddi; Alpine Biddy biddy,5370794,719930-1,
1666228,Acaena anserinifolia,Biddy biddy; Bidgee widgee; Bronze pirri pirri bur; New Zealand bur; Piripiri; Pirri pirri bur,5370749,60466122-2,
1666230,Acaena argentea,,5370675,719940-1,
1813276,Acaena buchananii,,5371189,719950-1,
1742671,Acaena caesiiglauca,Glaucous Pirri pirri-bur,5370829,719952-1,
1666232,Acaena caespitosa,,5370778,719953-1,
1717519,Acaena cylindristachya,,5371112,719970-1,
1666234,Acaena elongata,,5370941,719987-1,
1813280,Acaena fissistipula,,5370717,719992-1,
1666236,Acaena inermis,Spineless Acaena; Blue mountain bidi-bidi; Mountain bidibid,5370687,720015-1,
1666237,Acaena integerrima,,5370670,720017-1,
1666239,Acaena leptacantha,,5370922,720028-1,
1666240,Acaena macrocephala,,5370642,720040-1,
1666241,Acaena magellanica,Greater Burnet; New zealand burr; Prickly burr,5370832,315239-2,
1420333,Acaena microphylla,New Zealand bur; Scarlet bidibid,5370688,720051-1,
1420334,Acaena myriophylla,Cadillo; Fern leaved New Zealand bur,5371108,720060-1,
1433070,Acaena novae-zelandiae,Biddy biddy; Pirri pirri-bur; Bidgee widgee; New Zealand bur; Pirri Pirri Bur; Buzzies; Buzzy; Piripiri; Pirri pirri burr,5370755,720063-1,
1404304,Acaena ovalifolia,Two Spined Acaena; Two spine acaena; Oval leaved prickly-burr,5370651,720073-1,
1806162,Acaena pallida,Pale biddy biddy; Sand bidibid; Sand piripiri,8006976,720077-1,
1433300,Acaena pinnatifida,Argentinian biddy biddy,5370645,720089-1,
1666245,Acaena poeppigiana,,5370739,720094-1,
1813278,Acaena saccaticupula,,5370694,720110-1,
1666247,Acaena sericea,,5370716,720114-1,
1666248,Acaena splendens,,5370957,720118-1,
1375765,Acalypha acrogyna,,3057034,337126-1,
1542300,Acalypha aliena,Baja California Copperleaf,3057063,1089-2,
1409329,Acalypha alopecuroidea,Foxtail copperleaf; X mibil,6374020,337150-1,LC
1379511,Acalypha amentacea,Catch me if you can; Match Me-If-You-Can; Match me if you can,3057201,337154-1,
1542309,Acalypha angustata,Brooms an-brushes,3057059,337165-1,
1542311,Acalypha annobonae,,3056617,337169-1,
1407305,Acalypha apodanthes,,3057381,1109-2,LC
1401658,Acalypha arvensis,Field Copperleaf,3056742,1115-2,
1429313,Acalypha australis,Asian copperleaf; Australian acalypha; Heart copperleaf; Three seeded copperleaf; Three seeded mercury,3056835,337182-1,
1752604,Acalypha bailloniana,,3056271,337184-1,
1760439,Acalypha baretiae,,10754149,77194463-1,
1432354,Acalypha bipartita,,3057361,337200-1,
1542325,Acalypha boinensis,,3056886,337203-1,
1542331,Acalypha brachystachya,Chinese Acalypha; Fur Spikes,3056856,337212-1,
1760423,Acalypha burmanii,,10140445,60477001-2,
1433653,Acalypha californica,California copperleaf; Pringle threeseeded mercury,3056674,1150-2,
1429518,Acalypha caturus,,3057069,337250-1,LC
1375772,Acalypha ceraceopunctata,,3056508,337254-1,
1409330,Acalypha chamaedrifolia,Bastard copperleaf; Bastard Nettle; Chenille Plant; Dwarf chenille; Firetail; Red Cat's Tail; Red hot catstail,8339104,1012504-2,
1432379,Acalypha chirindica,Understorey false nettle,3056418,337261-1,LC
1375760,Acalypha ciliata,Fringed acalypha,3056276,337266-1,
1424491,Acalypha claoxyloides,,3057387,337272-1,
1542360,Acalypha communis,,3056784,337280-1,
1542367,Acalypha costaricensis,,3057350,77176836-1,
1542368,Acalypha crenata,,3056479,337305-1,LC
1542374,Acalypha cupricola,,3056250,77085048-1,NT
1542375,Acalypha cuspidata,,3056665,1209-2,
1432454,Acalypha decaryana,,3056944,337319-1,
1754199,Acalypha decumbens,,7710571,337321-1,
1375777,Acalypha deltoidea,,3056598,337323-1,
1542385,Acalypha dikuluwensis,,3057301,337336-1,EX
1759748,Acalypha diminuta,,3918100,337337-1,
1401660,Acalypha diversifolia,,3056298,1228-2,LC
1542398,Acalypha elskensii,,3056699,337361-1,
1542399,Acalypha emirnensis,,3056562,337362-1,EN
1542406,Acalypha euphrasiostachys,,3057053,1248-2,
1822345,Acalypha ferdinandi,,7276169,1249-2,LC
1409133,Acalypha filiformis,,3056994,337383-1,LC
1823169,Acalypha flagellata,,3056501,1258-2,
1432535,Acalypha fruticosa,Birch leaved acalypha; Arrow stem Acalypha; Bush Acalypha; Shrub Acalypha; Shrubby Acalypha,3056623,337407-1,LC
1542424,Acalypha gentlei,,3057157,77094269-1,
1760475,Acalypha gillespieae,,10730955,77206320-1,
1408666,Acalypha grandis,,3056864,337441-1,LC
1542437,Acalypha guatemalensis,,3057045,1291-2,
1542439,Acalypha gummifera,,3056222,1292-2,
1418814,Acalypha herzogiana,Strawberry foxtail; Acalypha pendula; Dwarf cattail; Dwarf chenilleplant; Red firetail; Strawberry firetail; Strawberry firetails; Trailing chenilleplant; Trailing red cat's tail,3056297,1305-2,
1408688,Acalypha hispida,Red Hot Cat's Tail; Philippine medusa; Chenilleplant; Red cattail; Red hot-cattail; Chenille plant; Copperleaf; Bristly copperleaf; Cat's tail; Red catstail; Bristly Acalypha; Bristly Cat tail; Bristly Chenille Plant; Red Hot Cat Tail; Sander's Acalypha,3056375,337478-1,
1542450,Acalypha homblei,,3056768,337483-1,
1542452,Acalypha humbertii,,3056888,337488-1,
1406863,Acalypha indica,"Indian acalypha; Indian nettle; Indian Copperleaf; Three seeded-mercury; Copperleaf; India Copperleaf; குப்பைமேனி; Indian Girl; মুক্তঝুরি, শ্বেতবসন্ত (Bangla), Harita Manjari (Sanskrit); మురిపిండ",3056259,337497-1,
1408718,Acalypha integrifolia,Queue de rat; పెద్ద మురిపిండ,3056144,337501-1,
1542460,Acalypha intermedia,,3056575,337502-1,
1760481,Acalypha isaloensis,,12176792,77208653-1,
1408778,Acalypha lanceolata,Southeast Asian Acalypha; Lance leaf Acalypha; Lance leaved Acalypha; Lanceleaf Acalypha,3056367,337529-1,
1542475,Acalypha langiana,,3056227,337532-1,
1760476,Acalypha leandrii,,10892899,77206321-1,
1542479,Acalypha leonii,,3056847,337541-1,
1542480,Acalypha lepidopagensis,,3056248,337542-1,
1542483,Acalypha leptopoda,,3056654,337547-1,
1542489,Acalypha longipes,,3056558,1354-2,
1542499,Acalypha macrostachya,Fire Dragon; Fuzzy Dhang; Jacob's Coat; Round Copperleaf; Rabo de Gato; Scarlet Acalypha,3056437,1362-2,LC
1759616,Acalypha marginata,,7775937,337593-1,
1759510,Acalypha mayottensis,,10849658,77206322-1,
1542518,Acalypha mexicana,Mexican copperleaf,3056223,1380-2,
1542521,Acalypha microphylla,,3057037,337607-1,
1542523,Acalypha mollis,,3056021,337614-1,
1434094,Acalypha monostachya,Round copperleaf,3055989,1386-2,
1542525,Acalypha mortoniana,,3057101,1387-2,
1542526,Acalypha muelleriana,,3055984,1388-2,LC
1542527,Acalypha multicaulis,,3056925,337622-1,
1542528,Acalypha multifida,,3057097,337623-1,
1432558,Acalypha neptunica,,3056066,337636-1,LC
1760477,Acalypha nusbaumeri,,10717323,77206323-1,
1542540,Acalypha oblancifolia,,3056080,1402-2,
1432560,Acalypha ornata,Zambezi false nettle; Understorey false nettle; Zambezi Acalypha,3056092,337657-1,LC
1414863,Acalypha pancheriana,,3056779,337667-1,
1542552,Acalypha paniculata,Middle African Acalypha; Acryliam; Hairy Acalypha,3057307,337668-1,
1542559,Acalypha pendula,,3056051,1430-2,
1746085,Acalypha persimilis,Hop hornbeam copperleaf; Pineland three seed mercury,3055983,337688-1,
1759470,Acalypha pervilleana,,3057019,337690-1,
1748312,Acalypha petiolaris,Hairy stemmed acalypha,8659209,337692-1,
1434308,Acalypha phleoides,Shrubby copperleaf; Three seeded Mercury,3056578,1435-2,
1542564,Acalypha pilosa,,3057168,337698-1,
1826150,Acalypha pittieri,,3056452,1442-2,
1542566,Acalypha platyphylla,,3056955,1444-2,LC
1542568,Acalypha plicata,,3057192,337706-1,
1404694,Acalypha poiretii,Poiret's Copperleaf,3056633,1447-2,
1542570,Acalypha polymorpha,,3056896,337709-1,
1542571,Acalypha polystachya,,3055982,1448-2,
1542575,Acalypha pseudalopecuroides,,3056954,1457-2,
1432566,Acalypha psilostachya,,3057314,337726-1,
1542577,Acalypha pubiflora,Limpopo false nettle,3056531,337728-1,LC
1760482,Acalypha rabesahalana,,12218042,77208654-1,
1434420,Acalypha radians,Cardinal's feather; Cardinal Feather,3056704,337736-1,
1542585,Acalypha radinostachya,,3057025,1469-2,
1759750,Acalypha radula,,7541232,337739-1,VU
1542589,Acalypha retifera,,3056553,1477-2,
1411391,Acalypha rhomboidea,Common threeseed mercury; Rhombic copperleaf; Rhombic three seeded-mercury; Three seeded mercury; Common copperleaf; Common Three seeded Mercury; Rhombic three seeded mercury; Virginia Threeseed Mercury; Copperleaf; Common Three Seed-Mercury; Diamond three seed mercury; Rhomboid mercury; Three seed Mercury; Waxballs; T gtctf   yf rttyy sse zz zs ez,3056384,318034-2,
1542594,Acalypha rottleroides,,3056591,337757-1,
1542603,Acalypha salvadorensis,,3056403,1491-2,
1542604,Acalypha salviifolia,,3057298,337774-1,
1542606,Acalypha scabrosa,,3056358,337780-1,
1407121,Acalypha scandens,,3056486,1500-2,
1542607,Acalypha schiedeana,,3056536,1501-2,LC
1542608,Acalypha schlechtendaliana,,3057327,337786-1,
1542613,Acalypha segetalis,Three Seeded Mercury,3056915,337796-1,
1542618,Acalypha septemloba,,3056722,337803-1,
1542621,Acalypha setosa,Cuban copperleaf,3055977,1520-2,
1418815,Acalypha siamensis,Wild tea; Teh tehan,3056042,337811-1,
1542623,Acalypha skutchii,,3056881,1523-2,LC
1432587,Acalypha spachiana,,3056945,337825-1,
1407184,Acalypha stricta,,3057359,337844-1,LC
1542639,Acalypha subviscida,,3056720,1536-2,
1542645,Acalypha tenuicauda,,3057103,1543-2,
1542651,Acalypha tricholoba,,3057049,337888-1,
1542653,Acalypha triloba,,3056614,337891-1,
1759471,Acalypha urophylla,,7969665,337900-1,
1404695,Acalypha villosa,,3056634,1576-2,LC
1358519,Acalypha virginica,Virginia copperleaf; Virginia threeseed mercury; Mercuryweed; Wax Balls; Virginia Three seed Mercury; Virginia three seeded-mercury; Threeseeded Mercury; Virginia Three Seed-Mercury; Mercury weed; Virginian Acalypha; Virginia Acalypha,3056055,1586-2,
1375794,Acalypha volkensii,,3056824,337928-1,
1542668,Acalypha vulneraria,,3056520,337929-1,
1405685,Acalypha wilkesiana,Copper leaf; Jacob's coat; Match me-if-you-can; Match me if you can; Copperleaf; Beefsteak plant; Fire dragon; Capa de obispo; Beefsteakplant; Fox tail; Joseph's coat; Painted Copperleaf; Redleaf; Wilkes' acalypha; Gypsy Skirt; Variegated Hibiscus Rosa,3057221,337939-1,LC
1610219,Acampe ochracea,,2781924,614586-1,
1424494,Acampe pachyglossa,,2781949,614587-1,
1497728,Acamptopappus shockleyi,Goldenheads; Shockley's goldenhead,3113876,173698-1,
1842604,Acanthocalycium leucanthum,,10838720,77122505-1,
1735007,Acanthocalycium rhodotrichum,,10809391,77122506-1,
1486382,Acanthocalycium spiniflorum,Golden Barrel Cactus,7283717,1627-2,
1842553,Acanthocalycium thionanthum,,7283714,1629-2,
1713451,Acanthocereus chiapensis,,3956362,1635-2,
1823977,Acanthocereus cuixmalensis,,10744674,77142333-1,
1823978,Acanthocereus fosterianus,,10837718,77142334-1,
1825652,Acanthocereus hirschtianus,,10748819,77142335-1,
1820323,Acanthocereus maculatus,,3956277,128776-1,
1824017,Acanthocereus oaxacensis,,10890901,60463760-2,
1409331,Acanthocereus tetragonus,Triangle cactus; Barbed wire cactus; Sword pear; Fairies Castle; Barbwire acanthocereus; Barbwire Apple cactus; Cactus; Night blooming Cereus; Fairy Castle,3084455,1646-2,LC
1826870,Acanthocladus dukei,,7667970,60455170-2,DD
1646835,Acantholimon acerosum,,7298015,685887-1,
1745156,Acantholimon albanicum,,4089114,932253-1,
1746540,Acantholimon androsaceum,Gorse prickly thrift,7298045,685899-1,
1646856,Acantholimon armenum,,4088894,685907-1,
1646889,Acantholimon calvertii,,7297981,685938-1,
1646892,Acantholimon caryophyllaceum,,7298236,685942-1,
1646921,Acantholimon erinaceum,Hedgehog Prickly Thrift; Prickly thrift,4090411,685972-1,
1419961,Acantholimon glumaceum,Prickly thrift,4090128,685991-1,
1646958,Acantholimon hohenackeri,,4089855,686010-1,
1646995,Acantholimon lepturoides,,4089301,686044-1,
1425241,Acantholimon libanoticum,Lebanon prickly thrift; Prickly thrift; Flower of Lyon,4089266,686047-1,
1647004,Acantholimon lycopodioides,,4089167,686054-1,
1768767,Acantholimon oliveri,,10815246,686079-1,
1647072,Acantholimon scorpius,,4090488,686135-1,
1647080,Acantholimon spirizianum,,7298192,686143-1,
1647110,Acantholimon ulicinum,Gorse prickly thrift,7298136,686177-1,
1419962,Acantholimon venustum,,4089793,686182-1,
1435076,Acanthomintha duttonii,San Mateo thorn mint; San Mateo thornmint,2927085,963249-1,
1435289,Acanthomintha lanceolata,Santa Clara thorn mint; Santa Clara thornmint; San Diego thorn mint,2927082,444162-1,
